@relation AutobotDataset

@attribute enemyDistance numeric
@attribute enemyVelocity numeric
@attribute enemyDirectionRelativeToGun numeric
@attribute hit numeric

@data
174.056675,-6,-0.99941,0
248.59522,0,-0.996203,0
198.513248,4,-0.99474,1
170.321757,4,-0.802772,1
210.433184,-1,0.892797,0
177.315712,-6,0.983821,1
211.216309,-6,0.74156,0
110.033285,-4,0.399966,1
156.868527,4,-0.720326,0
201.783372,4,-0.714175,0
222.321827,4,-0.648893,1
246.322777,-6,0.760121,0
261.402399,-6,0.791544,0
273.54755,-6,0.791513,0
247.675022,3,0.830438,0
252.939713,4,0.82519,1
580.393029,4,0.358604,0
609.543997,4,0.161688,0
624.499965,-1,0.161777,0
621.331752,-6,0.272929,0
613.499483,-6,0.34523,0
618.917197,4,0.223057,0
631.491802,4,0.211697,1
611.542773,4,0.966111,0
528.771722,4,0.968251,0
586.9709,-6,0.967985,0
528.172177,-6,0.978008,0
515.817705,4,0.980055,0
529.253667,4,0.966726,1
559.956546,4,1,1
473.121065,-6,0.999997,1
405.798271,-6,0.999974,1
313.936946,-6,0.999712,1
214.473346,-6,0.999974,0
101.4694,-6,0.96659,1
49.224907,-2,0.016204,1
145.385526,-6,-0.161273,0
253.689074,2,0.011204,0
255.322129,4,-0.402773,0
261.163536,-3,-0.726973,0
294.320201,-6,-0.776355,0
372.257073,-6,-0.801517,0
431.794376,-6,-0.752508,0
428.338617,4,-0.862377,0
390.023878,4,-0.868359,1
354.137913,-1,-0.000005,0
403.27174,-6,0.279571,0
438.37233,-6,0.384178,0
440.983568,-2,0.460809,0
450.869066,4,0.531919,0
470.239957,4,0.399428,0
499.828612,4,0.114236,0
450.886977,-6,-0.116742,0
427.017622,-6,-0.266786,0
380.863962,0,-0.390305,0
319.671278,4,-0.56429,0
270.628433,4,-0.743781,0
232.064502,4,-0.856161,0
264.562144,-6,-0.881067,0
334.553836,-6,-0.809791,1
404.046209,2,0.9247,0
377.897057,4,0.491819,0
326.176198,4,-0.718352,0
301.887422,-6,-0.877097,0
328.5313,-6,-0.594144,0
339.436224,6,-0.425553,0
386.181295,4,-0.569231,0
393.086317,4,-0.700865,1
476.472533,-6,-0.041856,0
404.949988,4,0.505545,0
557.089132,-6,0.609963,1
595.375582,1,0.150149,0
634.672291,4,-0.919864,0
658.038834,4,-0.999963,0
632.022147,-6,-0.990771,0
586.620156,-6,-0.96861,0
625.476652,-2,-0.960674,1
616.954777,4,-0.1298,1
610.63754,4,0.991409,0
629.6892,-3,0.998137,0
633.100639,-6,0.999201,0
548.84313,-6,0.999548,1
475.39068,4,0.999379,1
443.126638,4,0.873553,1
410.727778,4,-0.148129,0
379.002458,0,-0.860083,0
276.873523,-6,-0.824863,0
255.74013,-6,-0.467541,1
291.698075,3,0.720305,0
226.872442,4,0.924966,0
219.738601,4,0.825248,1
219.716248,4,0.899319,1
130.327818,-6,0.980734,1
187.855985,4,0.338782,1
199.497495,-6,0.469985,0
184.649237,-6,0.998357,0
123.415559,-6,0.992066,1
38.523608,1,0.553044,0
115.589007,4,0.669246,0
174.327948,4,0.763564,0
230.467633,4,0.844741,0
296.368809,4,0.861652,1
280.380171,-6,-0.951967,0
248.259327,-6,-0.92138,0
305.221541,-6,-0.910362,1
290.429165,4,-0.963313,1
260.487633,4,-0.287698,1
265.223252,-4,0.690903,0
304.977768,-6,0.983532,0
271.722238,-6,0.987194,0
243.363652,3,0.990175,1
320.937168,4,0.527091,1
410.126467,4,-0.739527,0
442.898564,-6,-0.915424,0
495.871694,-6,-0.887603,0
570.242872,-6,-0.882576,1
566.85105,4,0.682674,0
515.285911,4,0.954387,0
487.278699,-1,0.821865,0
398.208264,-6,0.81899,1
456.295639,-6,0.340271,0
331.275581,4,-0.633215,0
357.042865,4,-0.633215,0
361.655212,4,-0.592106,0
416.810312,-6,0.363881,1
456.801456,-6,0.999498,0
464.701348,4,0.520095,0
477.8076,-4,-0.341313,0
529.399231,-6,-0.963114,0
464.055519,-4,-0.987713,0
480.786852,-6,-0.632642,0
607.501688,-6,-0.556152,0
593.104403,4,-0.64972,0
537.558785,4,-0.674911,0
542.054576,-6,-0.674911,0
516.4377,-1,-0.535574,0
570.4775,-6,-0.294624,0
496.084297,4,-0.346538,0
436.278711,4,-0.468286,1
414.366446,-0,0.581948,0
411.82356,-6,0.839287,0
405.97893,-6,0.822551,1
416.869325,0,0.970197,1
455.238379,-4,0.981706,0
441.019166,-4,-0.893057,0
401.32569,-4,-0.99849,0
404.417942,-6,-0.300861,1
478.939556,-6,-0.144443,0
557.757943,-6,-0.05792,0
582.750292,4,0.029734,0
595.367287,4,-0.059422,1
591.948337,4,0.812856,0
604.998915,-6,0.867383,0
603.257677,-6,0.882445,1
567.688196,1,0.889115,0
640.454522,4,-0.173294,0
694.403504,4,-0.976394,0
619.580876,-6,-0.968273,0
599.192099,-6,-0.966315,0
633.012459,4,-0.951915,0
669.774976,4,-0.951996,0
630.559199,4,-0.996409,1
585.288495,4,-0.873653,0
640.775431,-6,-0.690827,0
701.377871,-6,-0.562567,0
634.965363,4,-0.559602,0
343.62673,4,-0.738351,0
356.679003,-6,-0.807467,0
435.668277,-6,-0.77598,0
498.138309,-6,-0.730599,0
496.938459,4,-0.67294,0
456.524597,4,-0.674288,0
418.675989,4,-0.697431,1
387.936322,-0,0.325156,0
449.766816,-6,0.588444,0
455.756112,-6,0.747176,0
463.245356,4,0.816676,0
521.51626,4,0.756999,0
557.441333,-2,0.722535,0
527.259263,-6,0.761211,0
480.766758,-6,0.795409,0
480.204627,4,0.773411,0
518.924236,4,0.727314,1
496.038034,-6,0.926894,1
551.171122,-1,0.893209,0
421.068362,-6,-0.477909,0
381.133243,4,-0.994705,0
385.266442,4,-0.547155,0
399.355208,-5,0.384643,0
465.32303,-6,0.306473,0
482.475034,6,0.202287,0
477.160245,-4,0.070993,0
462.656285,-4,-0.098012,0
453.341338,-6,0.024809,0
448.925593,-6,0.194241,0
450.538356,6,0.243726,0
455.047572,6,0.333559,0
492.146168,4,0.007769,0
478.766482,-6,-0.14158,0
478.289823,-6,-0.098624,0
480.127521,-6,-0.098624,0
493.568261,4,0.10421,0
503.388493,4,-0.032701,0
502.75471,4,-0.195942,0
502.816528,-6,-0.0765,0
515.698227,-6,0.069719,1
504.2541,4,0.99397,0
496.233405,4,0.469695,0
515.613457,4,-0.581621,0
501.217302,-6,-0.982663,0
464.684878,-6,-0.90298,0
428.479198,2,-0.873576,1
294.46477,4,-0.095954,0
210.999583,4,0.054632,0
207.117916,-2,-0.865464,0
191.30785,-6,-0.787633,1
124.658425,-6,-0.665874,0
250.504,-6,-0.294667,1
182.190912,4,0.519916,1
184.681178,4,-0.664861,0
255.013643,4,-0.807375,0
333.753024,-6,0.016797,0
423.585529,-6,0.320841,1
381.29931,0,0.999612,0
343.705116,4,0.375348,0
359.639607,4,-0.876317,0
354.098192,-6,-0.735699,0
411.851207,-6,-0.59748,1
507.473076,-6,0.963536,0
498.828827,4,0.909205,0
511.303771,4,-0.018492,0
512.992522,-4,-0.058959,0
331.078495,-6,0.006643,1
401.352441,-6,0.040627,0
323.23535,3,-0.999012,0
342.704395,4,-0.647578,0
383.449043,4,-0.489239,0
385.086492,-5,-0.057042,0
406.350861,-6,-0.156181,0
371.418837,-6,-0.20317,1
335.292878,4,0.766002,0
302.472665,4,0.977332,0
301.587556,0,0.999991,1
242.505255,-6,-0.177986,0
174.042992,-6,-0.177986,1
145.838706,4,-0.097142,0
132.604265,4,-0.982387,1
114.286404,4,-0.981506,0
109.703867,4,0.03007,0
236.606902,4,-0.425632,1
240.483317,-6,0.596812,0
270.984014,-6,0.603111,0
233.035251,-6,0.603111,0
277.811966,4,0.739877,0
334.861044,4,0.790429,0
388.884137,4,0.758899,1
354.528405,-6,0.962568,1
417.619275,-4,0.893442,0
303.46265,-6,0.690105,0
286.025578,4,0.829346,0
322.02141,4,0.780073,0
331.692118,-6,0.718364,0
377.660546,2,0.71631,0
284.106657,-6,0.572589,0
225.792011,-6,0.645868,0
174.988853,-6,0.816979,0
151.713115,4,0.874465,0
172.326833,4,0.906818,0
195.800513,4,0.915239,0
220.144352,4,0.941831,0
256.219315,4,0.933863,0
307.167422,4,0.922017,1
258.310495,-6,-0.676382,0
210.600468,-6,-0.659476,0
233.247414,4,-0.496005,0
203.658126,4,-0.09171,0
172.153927,4,0.07039,0
181.937058,4,0.208231,0
164.224926,4,0.393612,0
146.263039,4,0.390393,0
150.461334,4,0.126521,0
140.254603,4,0.210652,0
148.126986,-1,-0.050383,0
189.394662,-6,-0.642742,0
230.351448,-6,-0.560947,1
208.726881,-6,-0.610381,0
156.591532,4,-0.670137,1
79.464464,4,0.589164,0
168.866377,4,-0.33224,0
298.682885,4,-0.970862,1
418.785067,-6,-0.232524,0
595.445587,-6,-0.13675,1
694.222909,-4,0.895503,0
700.39145,4,-0.216309,0
625.667135,4,-0.83275,0
525.020277,-5,-0.901819,0
271.320464,-6,-0.962469,1
354.777485,-6,-0.971348,0
201.453182,4,-0.834908,1
182.663875,-1,0.845535,1
165.389917,4,-0.459842,0
176.948693,-6,-0.729698,1
131.003937,-6,0.995759,0
193.632752,4,0.64792,1
179.006135,1,-0.462773,0
303.161053,4,-0.963258,0
409.870894,-6,-0.467178,0
506.717633,-6,-0.291251,0
503.260381,6,-0.254508,0
455.631252,4,0.050109,0
296.207286,4,-0.113284,0
228.064538,-6,-0.332829,0
140.976495,-6,-0.546716,0
79.35727,-4,0.897275,1
84.551849,-4,0.993041,1
113.757446,4,0.9984,0
84.462006,-4,0.999891,1
104.634873,-4,0.957809,0
139.141357,-4,0.897416,1
160.590256,-4,0.607095,0
161.717459,-4,0.604325,0
143.151711,-4,0.840168,0
196.529279,-4,0.98271,1
146.066447,-6,-0.910316,0
197.765261,-6,-0.937371,1
135.895069,-6,-0.740785,0
245.748545,2,0.994942,0
236.542985,4,0.994942,1
213.065166,4,-0.310107,0
204.227748,-6,-0.981498,0
216.487341,-2,-0.976503,1
163.991541,-6,-0.975478,0
138.170846,4,0.982421,1
175.853534,4,0.99947,0
159.133458,-5,-0.281691,0
145.885378,-6,-0.991629,0
211.904386,4,-0.990433,1
255.955678,-6,-0.93547,0
213.610457,4,-0.835145,1
209.399451,4,0.287933,1
189.108143,-6,0.956659,1
214.427331,-6,0.940484,0
120.716602,1,0.610617,0
152.736314,4,0.572916,0
221.046884,4,0.434522,0
289.438709,2,0.071363,0
258.663666,-6,0.131027,0
195.558744,-6,0.110648,0
171.784227,4,0.113835,0
129.643847,4,0.143109,0
108.639084,4,0.15886,1
117.990663,4,0.232131,0
75.909159,4,0.263313,1
57.291839,4,0.284877,1
47.367559,4,0.586789,1
46.560952,4,0.882267,1
59.186178,4,0.882896,0
73.183999,4,0.803635,1
112.64599,4,0.848138,0
156.631551,-3,0.950271,1
176.459405,-6,-0.892324,0
286.219549,2,-0.996534,1
299.564863,6,-0.985251,1
330.736455,4,-0.465253,1
347.915516,4,0.71749,1
283.513557,-6,0.466372,1
345.295762,-3,0.067044,0
260.677805,-6,-0.6951,0
368.447977,0,-0.622522,0
433.763343,4,-0.478923,0
469.145773,4,-0.573042,0
447.495944,4,-0.687659,0
407.365024,-3,-0.816264,0
349.929551,-6,-0.84658,0
250.306104,-6,-0.825108,1
296.383522,-6,-0.895177,0
175.919697,4,-0.972194,1
42.689742,4,-0.940799,1
48.580662,0,-0.991315,1
53.99887,-5,-0.932934,1
99.656725,-6,-0.983097,1
206.198509,-6,-0.977401,1
293.893583,-6,-0.674307,0
369.358094,-6,-0.676648,1
374.404671,4,-0.670221,0
303.005476,4,0.864177,0
331.185986,4,0.896248,0
342.142036,4,0.872231,0
344.278842,4,0.772995,1
355.601187,4,-0.957474,0
323.748272,-6,-0.898097,0
337.563424,-6,-0.882973,1
338.73608,4,-0.805706,0
292.929128,4,-0.805706,0
247.618067,4,0.281955,0
252.796301,-6,-0.594376,0
219.702614,-6,-0.95497,0
262.254057,1,-0.951761,1
209.918402,4,0.648083,1
205.880362,4,0.840028,0
197.750747,-6,0.999385,1
186.737892,-6,0.798302,1
112.014606,-6,0.277641,1
90.865362,4,0.965956,0
150.096906,4,0.968617,0
260.536971,4,0.429466,0
349.217581,4,-0.720893,0
383.408225,-5,-0.969802,0
494.805153,-6,-0.305765,0
431.631741,6,-0.229823,0
348.236901,6,-0.059836,0
328.644224,4,-0.252286,0
318.968105,4,-0.468231,0
322.99573,4,-0.607341,0
364.320733,-6,-0.720603,0
408.988311,-6,-0.687529,0
421.257585,0,-0.685065,0
279.992056,4,-0.625019,0
58.875405,4,-0.533251,1
176.196505,4,-0.277644,0
47.387723,0,-0.277644,1
239.694284,4,0.943888,0
287.377884,4,0.942391,1
317.476203,4,-0.287005,0
319.718446,-6,-0.287005,0
233.074997,4,-0.999269,1
173.324574,4,-0.739111,1
136.839259,4,-0.056557,0
120.327113,4,0.845736,0
184.72424,-4,0.975353,1
133.856025,-6,-0.583936,0
160.21175,-6,-0.800691,0
232.246291,2,-0.627701,0
194.733393,4,-0.367201,0
189.775999,4,-0.259998,0
218.824243,4,0.068101,0
231.090247,4,-0.265727,0
250.74619,-3,-0.509003,0
264.491591,-6,-0.392954,0
317.245979,-6,-0.331875,1
279.041312,4,-0.996875,1
308.715253,4,-0.996833,0
225.362468,4,-0.997004,1
153.427406,4,-0.999677,1
48.105387,4,-0.8341,1
41.843425,-3,-0.464504,1
40.27581,-6,-0.272314,1
39.208234,-6,-0.512135,1
52.136151,-6,-0.968765,0
83.19217,-6,-0.999999,0
108.053138,-6,-0.994563,0
101.170592,2,-0.97911,1
41.972447,0,-0.994206,1
40.978103,0,-0.981055,1
55.488651,4,0.847057,0
182.54363,4,0.968006,1
323.621081,4,0.807351,1
373.445166,-4,-0.759274,0
429.675289,-6,-0.923445,0
372.11247,4,0.614362,1
398.498643,-1,0.932591,0
359.773491,-6,0.839569,1
294.96461,-6,0.634734,1
266.864782,4,-0.866879,0
284.775926,4,-0.999677,0
259.903829,2,-0.999677,1
309.857982,-6,-0.023621,0
375.258334,-6,0.349491,0
414.866058,-6,0.374947,1
410.628244,4,0.999598,0
439.641432,4,0.999598,1
493.230957,4,0.999609,1
550.319782,4,-0.806572,0
592.273192,4,-0.980488,1
602.84341,-5,-0.958471,0
522.682713,6,0.63849,0
443.257822,4,0.987266,1
481.214459,4,0.995386,0
443.759273,-3,0.725086,1
319.718153,-6,0.014891,1
369.239289,-6,0.076385,0
324.252646,4,-0.999641,0
325.229303,4,-0.270971,0
284.400676,4,0.515537,0
318.595302,-6,0.624274,0
354.29035,4,0.664402,0
355.946134,-6,0.725841,0
337.487276,-4,0.750567,0
402.697863,4,0.696601,1
393.238914,-6,0.779735,1
294.635479,-6,0.590483,1
438.141853,2,0.373824,0
210.454556,4,-0.999471,1
270.643595,4,-0.997651,0
245.577555,4,-0.784766,0
178.982737,-6,0.273496,0
213.823688,-6,0.316588,1
190.571202,-6,0.35513,0
176.697424,4,0.925943,1
206.434503,4,0.934269,0
151.077832,4,0.961028,1
140.096455,4,0.988262,1
161.943331,4,0.985247,1
151.000098,-4,0.693569,1
122.072787,-6,-0.103725,0
106.508597,6,-0.999416,1
39.188451,0,-0.531081,1
105.846592,6,0.651255,0
118.92055,6,0.708047,0
135.356984,4,0.659517,0
138.776492,6,0.658236,0
152.800293,4,0.694861,0
153.150226,4,0.598422,0
158.198047,0,0.513339,1
136.249061,-4,-0.69525,0
194.266391,-4,-0.976721,1
187.5138,-4,-0.998165,0
188.145999,-4,-0.944661,0
206.90738,-4,-0.026451,0
294.325192,-6,-0.04616,0
399.655616,-6,-0.0839,0
449.774966,1,-0.177905,0
401.574776,4,-0.519961,0
366.439555,4,-0.776421,0
361.544435,-6,-0.906273,0
417.823904,-6,-0.914664,0
519.7469,-6,-0.909492,0
314.813893,4,-0.942634,1
460.726132,4,-0.785624,0
205.314696,-6,-0.546638,0
201.990868,4,-0.50971,0
159.113156,4,-0.574664,1
244.549608,-6,-0.390316,0
182.115673,-6,-0.074305,0
268.824435,-6,0.3892,1
245.923686,4,0.599241,0
301.972917,-1,0.810956,0
293.736751,-6,-0.966299,0
335.359085,3,-0.954244,1
263.584861,6,-0.943213,1
187.931223,6,-0.876569,1
93.721206,6,-0.990509,1
37.280881,0,-0.939021,1
37.280881,0,-0.905478,1
37.280881,0,-0.764784,1
37.280881,0,-0.641286,1
88.635755,-6,-0.97673,0
217.739601,-6,-0.112616,0
376.167615,-6,-0.195008,0
493.599108,-6,-0.374877,0
428.863406,4,-0.451582,0
485.250009,4,-0.535035,0
375.763098,-2,-0.63318,0
95.611105,4,-0.645702,1
165.050494,-6,0.591239,1
155.694067,4,-0.398449,0
150.241101,-6,-0.995683,1
174.257586,4,-0.999619,1
120.386241,-6,-0.999382,0
103.522164,4,-0.992147,1
62.78463,4,-0.561249,1
114.876598,4,0.660771,0
145.242747,4,0.631683,0
120.830968,4,0.517926,0
183.554443,4,-0.065537,0
199.941293,4,-0.751137,1
186.312084,6,-0.999784,1
111.414052,6,-0.70378,1
73.236091,4,-0.17761,1
48.913037,4,-0.398922,1
56.567192,4,-0.80423,1
65.1343,4,-0.973388,1
88.781504,4,-0.95972,1
74.38212,4,0.937527,0
154.989099,4,0.963903,1
208.266895,-5,0.711109,1
171.270812,-6,-0.960881,0
199.913298,-6,-0.984509,1
198.881116,4,0.099749,0
178.806318,4,0.963792,0
193.912247,-4,0.982961,1
102.235225,-6,0.891885,1
63.158084,-6,0.816711,1
51.219916,0,0.945108,1
87.342634,-6,-0.997458,0
182.938598,-6,-0.999438,1
157.646249,4,-0.996162,1
75.293048,4,-0.726284,1
105.107123,4,0.339379,0
124.372206,4,-0.702097,0
166.207301,4,-0.841215,0
189.528613,4,-0.984731,0
192.685937,-5,-0.921281,0
268.713586,-6,0.174222,0
372.831877,-6,0.387989,0
389.698525,1,0.463806,0
392.898597,4,0.527074,0
409.918612,4,0.383752,1
436.659283,-0,0.866651,0
372.123173,-6,0.972296,1
435.224239,-6,0.972296,0
298.729704,-4,0.458601,0
330.932386,4,0.168832,1
371.168204,-4,-0.748484,0
399.364431,-4,-0.99616,0
536.82447,4,-0.955177,0
545.037059,-6,-0.956477,0
612.205028,-6,-0.957648,1
635.2813,-2,-0.916823,1
586.443155,4,0.228231,0
498.297951,4,0.695926,0
482.338476,-5,0.988285,0
419.174889,-6,0.995667,1
479.21595,-6,0.999992,0
380.972985,3,-0.457958,0
419.40656,4,-0.700465,1
458.632469,4,-0.659065,0
481.811608,-6,-0.441953,0
572.056324,-6,-0.313449,0
621.069184,2,-0.234198,0
582.526331,4,-0.431612,1
533.839095,4,0.229842,0
547.476175,-6,0.312569,0
592.810811,-6,0.283815,0
588.129378,3,0.128699,0
582.225024,-4,-0.004621,0
564.34011,-4,-0.033004,0
560.402461,-6,0.018032,1
558.670897,-6,0.988852,0
554.232623,6,0.856953,0
563.578943,4,0.860838,0
563.649229,-4,0.868522,0
535.681789,-4,0.842271,0
499.047862,-4,0.292215,0
450.369643,-4,-0.692096,0
408.022811,-4,-0.74401,0
402.858394,-6,-0.631262,0
497.30157,-6,-0.518631,0
497.764082,4,-0.512538,0
465.404442,4,-0.561333,1
422.838423,4,0.709865,0
448.871063,-6,0.72183,0
442.160985,-6,0.747497,1
408.771724,2,0.651299,0
442.008293,4,-0.356112,0
483.162095,4,-0.954983,0
479.745304,-6,-0.952004,0
522.976309,1,-0.946734,1
475.858016,4,-0.412517,0
426.888665,4,0.063521,0
390.979247,4,0.893886,0
368.36923,-6,-0.303906,0
300.170001,-6,-0.766855,0
266.231767,4,-0.723897,1
213.126923,4,-0.944012,1
166.682539,4,-0.730222,1
167.075861,-6,0.397711,0
173.206263,-6,0.433743,1
186.10887,-6,0.433743,0
228.818575,4,0.435205,1
258.313549,4,-0.907467,0
276.152917,-6,-0.740342,1
349.909434,-6,-0.597072,1
408.163536,0,0.864022,0
383.890031,4,0.858259,0
446.365097,4,0.161885,0
451.158641,-6,-0.902074,0
402.710959,-6,-0.910419,0
408.954528,-6,-0.901321,1
422.045422,4,-0.971429,1
369.989709,4,-0.342557,1
327.224795,4,0.98649,0
118.974001,4,-0.92376,1
62.325777,-6,-0.100533,1
61.982625,2,-0.899919,0
143.05538,-6,-0.755229,0
255.212513,-6,-0.749602,1
314.492894,0,0.91539,0
262.552259,4,0.90929,0
292.398541,4,0.650598,0
283.383189,-6,0.240244,1
258.693512,6,-0.602092,0
244.741325,6,-0.434548,0
228.265024,4,0.062507,0
201.886688,4,0.464951,0
183.306028,4,0.776785,0
257.400183,4,0.703512,1
199.384762,4,0.391709,0
221.148695,-6,-0.900698,0
254.954153,3,-0.878254,1
232.195819,-6,-0.996578,0
206.353094,4,-0.996578,0
138.782114,4,-0.799669,1
76.468836,-2,0.488824,1
39.639286,-1,0.907325,1
42.354017,0,0.515719,1
157.758555,-6,-0.958171,0
153.272949,4,-0.958171,1
158.085918,4,-0.978013,1
129.775317,4,0.89587,0
186.553215,-2,0.973167,1
125.20573,-6,0.972643,1
97.568684,-6,0.949443,1
61.936116,-6,0.815888,1
51.63724,-6,0.664757,1
48.768159,-1,0.755077,1
92.185126,3,0.508454,1
240.219237,4,0.514538,1
306.289173,4,-0.994614,0
320.346469,-6,-0.697287,0
408.654984,-6,-0.676155,1
482.16867,-4,-0.233598,0
486.771174,4,0.053851,0
467.676954,4,0.857978,0
447.493196,4,0.975605,0
448.858959,4,0.456599,0
491.257473,-3,-0.333478,0
406.607278,-6,-0.312732,1
438.41104,-6,-0.274406,0
384.746567,4,-0.885481,0
194.922458,4,-0.604728,1
347.080068,4,-0.480636,0
270.95518,4,0.590487,0
231.298691,-6,0.897567,1
194.837342,-0,-0.004301,0
180.506527,-6,0.99773,0
161.917598,1,0.96901,0
194.875279,4,0.944638,0
144.187199,4,0.876863,0
287.658012,4,0.795596,1
349.085352,-6,0.987974,1
330.445004,-6,0.661402,0
281.893602,-2,0.763645,0
358.94793,4,0.770807,0
312.885899,4,0.773344,0
352.224623,-4,-0.029428,0
311.923578,-4,-0.270146,0
289.809947,-4,-0.692451,0
323.824724,-6,-0.418071,0
373.000783,-4,-0.411699,0
332.874996,4,-0.45745,1
349.658208,4,-0.99157,0
321.603258,-3,-0.961804,0
351.141788,-6,-0.973707,0
427.95763,-6,-0.903005,0
501.135165,-6,-0.55231,0
576.915612,-6,-0.55231,1
640.956948,0,0.890408,0
598.617601,4,-0.035504,0
596.088916,-5,-0.079383,0
519.679179,-6,0.010966,0
501.822476,-6,0.066573,0
514.626246,4,-0.091338,0
520.449349,4,-0.199691,0
507.57546,-2,-0.130738,0
483.868438,-6,-0.033764,0
468.898343,-6,-0.005171,0
425.170743,4,-0.192526,1
452.92848,4,-0.42107,0
396.71798,-2,-0.849164,0
376.473188,-6,-0.810625,0
437.631552,-6,-0.804688,1
455.355998,3,0.995487,0
401.256829,4,0.794277,1
409.642464,4,0.272751,0
387.355648,-6,-0.634894,0
332.527877,-6,-0.5653,0
358.619673,1,-0.495883,0
339.145055,4,-0.405421,0
311.768341,4,-0.471962,1
323.084014,4,-0.733265,0
264.272281,-4,-0.636541,0
310.708078,-6,-0.636541,1
345.929639,4,0.21165,0
367.917345,-6,0.952386,0
